home_strength,away_strength,strength_diff,home_category,away_category,matchup_type,home_attack,away_attack,attack_diff,home_defense,away_defense,defense_diff,home_fifa,away_fifa,fifa_diff,score,home_goals,away_goals,goal_diff,total_goals,result
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,2x3,2,3,-1,5,A
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,1x0,1,0,1,1,H
31.4,28.9,2.5,Fraca,Fraca,Fraca vs Fraca,1.66,1.38,0.28,1.05,0.83,0.22000000000000008,1500.0,1482.39,17.6099999999999,1x1,1,1,0,2,D
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,1x1,1,1,0,2,D
44.7,31.4,13.300000000000004,Média,Fraca,Média vs Fraca,1.56,1.66,-0.09999999999999987,0.91,1.05,-0.14,1581.56,1500.0,81.55999999999995,3x2,3,2,1,5,H
63.7,31.4,32.300000000000004,Forte,Fraca,Forte vs Fraca,1.8,1.66,0.14000000000000012,0.64,1.05,-0.41000000000000003,1684.86,1500.0,184.8599999999999,1x1,1,1,0,2,D
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,0x0,0,0,0,0,D
73.4,31.4,42.00000000000001,Forte,Fraca,Forte vs Fraca,1.98,1.66,0.32000000000000006,0.46,1.05,-0.5900000000000001,1736.56,1500.0,236.55999999999995,1x1,1,1,0,2,D
42.3,31.4,10.899999999999999,Média,Fraca,Média vs Fraca,1.56,1.66,-0.09999999999999987,0.69,1.05,-0.3600000000000001,1556.72,1500.0,56.72000000000003,1x0,1,0,1,1,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,2x1,2,1,1,3,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,3x0,3,0,3,3,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,1x0,1,0,1,1,H
28.9,31.4,-2.5,Fraca,Fraca,Fraca vs Fraca,1.38,1.66,-0.28,0.83,1.05,-0.22000000000000008,1482.39,1500.0,-17.6099999999999,1x0,1,0,1,1,H
44.7,31.4,13.300000000000004,Média,Fraca,Média vs Fraca,1.56,1.66,-0.09999999999999987,0.91,1.05,-0.14,1581.56,1500.0,81.55999999999995,2x1,2,1,1,3,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,3x1,3,1,2,4,H
63.7,31.4,32.300000000000004,Forte,Fraca,Forte vs Fraca,1.8,1.66,0.14000000000000012,0.64,1.05,-0.41000000000000003,1684.86,1500.0,184.8599999999999,3x0,3,0,3,3,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,1x1,1,1,0,2,D
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,2x1,2,1,1,3,H
42.3,31.4,10.899999999999999,Média,Fraca,Média vs Fraca,1.56,1.66,-0.09999999999999987,0.69,1.05,-0.3600000000000001,1556.72,1500.0,56.72000000000003,2x1,2,1,1,3,H
73.4,31.4,42.00000000000001,Forte,Fraca,Forte vs Fraca,1.98,1.66,0.32000000000000006,0.46,1.05,-0.5900000000000001,1736.56,1500.0,236.55999999999995,2x0,2,0,2,2,H
31.4,73.4,-42.00000000000001,Fraca,Forte,Fraca vs Forte,1.66,1.98,-0.32000000000000006,1.05,0.46,0.5900000000000001,1500.0,1736.56,-236.55999999999995,2x3,2,3,-1,5,A
73.4,31.4,42.00000000000001,Forte,Fraca,Forte vs Fraca,1.98,1.66,0.32000000000000006,0.46,1.05,-0.5900000000000001,1736.56,1500.0,236.55999999999995,3x0,3,0,3,3,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,0x1,0,1,-1,1,A
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,1x0,1,0,1,1,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,1x1,1,1,0,2,D
73.4,31.4,42.00000000000001,Forte,Fraca,Forte vs Fraca,1.98,1.66,0.32000000000000006,0.46,1.05,-0.5900000000000001,1736.56,1500.0,236.55999999999995,1x0,1,0,1,1,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,1x2,1,2,-1,3,A
42.3,31.4,10.899999999999999,Média,Fraca,Média vs Fraca,1.56,1.66,-0.09999999999999987,0.69,1.05,-0.3600000000000001,1556.72,1500.0,56.72000000000003,0x3,0,3,-3,3,A
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,3x1,3,1,2,4,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,2x0,2,0,2,2,H
73.4,31.4,42.00000000000001,Forte,Fraca,Forte vs Fraca,1.98,1.66,0.32000000000000006,0.46,1.05,-0.5900000000000001,1736.56,1500.0,236.55999999999995,1x0,1,0,1,1,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,2x1,2,1,1,3,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,0x3,0,3,-3,3,A
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,0x0,0,0,0,0,D
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,1x3,1,3,-2,4,A
31.4,42.3,-10.899999999999999,Fraca,Média,Fraca vs Média,1.66,1.56,0.09999999999999987,1.05,0.69,0.3600000000000001,1500.0,1556.72,-56.72000000000003,1x1,1,1,0,2,D
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,1x5,1,5,-4,6,A
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,0x2,0,2,-2,2,A
31.4,73.4,-42.00000000000001,Fraca,Forte,Fraca vs Forte,1.66,1.98,-0.32000000000000006,1.05,0.46,0.5900000000000001,1500.0,1736.56,-236.55999999999995,0x0,0,0,0,0,D
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,1x3,1,3,-2,4,A
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,2x2,2,2,0,4,D
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,1x1,1,1,0,2,D
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,2x1,2,1,1,3,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,0x0,0,0,0,0,D
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,2x1,2,1,1,3,H
73.4,31.4,42.00000000000001,Forte,Fraca,Forte vs Fraca,1.98,1.66,0.32000000000000006,0.46,1.05,-0.5900000000000001,1736.56,1500.0,236.55999999999995,3x1,3,1,2,4,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,2x1,2,1,1,3,H
42.3,31.4,10.899999999999999,Média,Fraca,Média vs Fraca,1.56,1.66,-0.09999999999999987,0.69,1.05,-0.3600000000000001,1556.72,1500.0,56.72000000000003,1x1,1,1,0,2,D
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,0x1,0,1,-1,1,A
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,0x1,0,1,-1,1,A
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,0x0,0,0,0,0,D
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,2x1,2,1,1,3,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,2x0,2,0,2,2,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,2x1,2,1,1,3,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,2x0,2,0,2,2,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,0x2,0,2,-2,2,A
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,3x2,3,2,1,5,H
73.4,31.4,42.00000000000001,Forte,Fraca,Forte vs Fraca,1.98,1.66,0.32000000000000006,0.46,1.05,-0.5900000000000001,1736.56,1500.0,236.55999999999995,4x0,4,0,4,4,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,0x2,0,2,-2,2,A
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,0x2,0,2,-2,2,A
31.4,63.7,-32.300000000000004,Fraca,Forte,Fraca vs Forte,1.66,1.8,-0.14000000000000012,1.05,0.64,0.41000000000000003,1500.0,1684.86,-184.8599999999999,0x8,0,8,-8,8,A
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,0x3,0,3,-3,3,A
61.5,8.1,53.4,Forte,Muito Fraca,Forte vs Muito Fraca,2.67,0.92,1.75,0.67,1.98,-1.31,1650.12,1410.0,240.1199999999999,3x0,3,0,3,3,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,3x2,3,2,1,5,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,0x2,0,2,-2,2,A
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,0x3,0,3,-3,3,A
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,1x0,1,0,1,1,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,0x4,0,4,-4,4,A
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,0x5,0,5,-5,5,A
75.4,31.4,44.00000000000001,Forte,Fraca,Forte vs Fraca,1.94,1.66,0.28,0.74,1.05,-0.31000000000000005,1760.46,1500.0,260.46000000000004,1x1,1,1,0,2,D
42.6,20.9,21.700000000000003,Média,Fraca,Média vs Fraca,1.88,0.98,0.8999999999999999,0.89,1.4,-0.5099999999999999,1559.15,1465.22,93.93000000000006,2x0,2,0,2,2,H
20.8,21.3,-0.5,Fraca,Fraca,Fraca vs Fraca,1.06,0.89,0.17000000000000004,1.22,1.15,0.07000000000000006,1455.0,1460.0,-5.0,2x1,2,1,1,3,H
63.9,45.4,18.5,Forte,Média,Forte vs Média,1.62,1.77,-0.1499999999999999,0.88,0.75,0.13,1701.3,1574.01,127.28999999999996,3x0,3,0,3,3,H
45.4,31.4,14.0,Média,Fraca,Média vs Fraca,1.16,1.66,-0.5,0.8,1.05,-0.25,1591.73,1500.0,91.73000000000002,2x0,2,0,2,2,H
49.1,24.6,24.5,Média,Fraca,Média vs Fraca,2.0,1.27,0.73,0.93,1.13,-0.19999999999999984,1599.45,1470.0,129.45000000000005,1x0,1,0,1,1,H
59.0,27.4,31.6,Média,Fraca,Média vs Fraca,1.42,0.87,0.5499999999999999,0.9,1.2,-0.29999999999999993,1675.75,1501.5,174.25,1x2,1,2,-1,3,A
62.3,58.7,3.5999999999999943,Forte,Média,Forte vs Média,1.95,1.34,0.6099999999999999,0.86,0.82,0.040000000000000036,1681.88,1672.62,9.260000000000218,5x1,5,1,4,6,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,2x1,2,1,1,3,H
31.4,55.2,-23.800000000000004,Fraca,Média,Fraca vs Média,1.66,1.77,-0.1100000000000001,1.05,1.18,-0.1299999999999999,1500.0,1654.69,-154.69000000000005,1x1,1,1,0,2,D
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,1x1,1,1,0,2,D
30.2,51.6,-21.400000000000002,Fraca,Média,Fraca vs Média,1.42,1.9,-0.48,1.24,0.9,0.33999999999999997,1506.77,1616.75,-109.98000000000002,4x2,4,2,2,6,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,0x0,0,0,0,0,D
94.9,31.4,63.50000000000001,Muito Forte,Fraca,Muito Forte vs Fraca,2.33,1.66,0.6700000000000002,0.79,1.05,-0.26,1877.18,1500.0,377.18000000000006,2x2,2,2,0,4,D
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,2x1,2,1,1,3,H
45.4,31.4,14.0,Média,Fraca,Média vs Fraca,1.84,1.66,0.18000000000000016,1.07,1.05,0.020000000000000018,1585.51,1500.0,85.50999999999999,1x1,1,1,0,2,D
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,7x1,7,1,6,8,H
33.9,31.4,2.5,Fraca,Fraca,Fraca vs Fraca,1.27,1.66,-0.3899999999999999,1.14,1.05,0.08999999999999986,1529.71,1500.0,29.710000000000036,7x1,7,1,6,8,H
70.2,31.4,38.800000000000004,Forte,Fraca,Forte vs Fraca,2.11,1.66,0.44999999999999996,0.93,1.05,-0.12,1730.71,1500.0,230.71000000000004,7x0,7,0,7,7,H
53.5,31.4,22.1,Média,Fraca,Média vs Fraca,2.07,1.66,0.4099999999999999,0.73,1.05,-0.32000000000000006,1617.02,1500.0,117.01999999999998,0x0,0,0,0,0,D
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,3x1,3,1,2,4,H
36.3,31.4,4.899999999999999,Fraca,Fraca,Fraca vs Fraca,1.61,1.66,-0.04999999999999982,1.23,1.05,0.17999999999999994,1540.43,1500.0,40.430000000000064,3x0,3,0,3,3,H
19.0,31.4,-12.399999999999999,Muito Fraca,Fraca,Muito Fraca vs Fraca,1.27,1.66,-0.3899999999999999,1.26,1.05,0.20999999999999996,1440.0,1500.0,-60.0,0x0,0,0,0,0,D
8.1,31.4,-23.299999999999997,Muito Fraca,Fraca,Muito Fraca vs Fraca,1.59,1.66,-0.06999999999999984,1.44,1.05,0.3899999999999999,1370.0,1500.0,-130.0,2x2,2,2,0,4,D
19.3,14.8,4.5,Muito Fraca,Muito Fraca,Muito Fraca vs Muito Fraca,1.4,1.15,0.25,1.17,1.35,-0.18000000000000016,1435.0,1420.0,15.0,0x0,0,0,0,0,D
14.3,31.4,-17.099999999999998,Muito Fraca,Fraca,Muito Fraca vs Fraca,2.45,1.66,0.7900000000000003,1.26,1.05,0.20999999999999996,1380.0,1500.0,-120.0,2x0,2,0,2,2,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,4x0,4,0,4,4,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,1x2,1,2,-1,3,A
24.7,31.4,-6.699999999999999,Fraca,Fraca,Fraca vs Fraca,1.09,1.66,-0.5699999999999998,1.24,1.05,0.18999999999999995,1480.0,1500.0,-20.0,1x0,1,0,1,1,H
67.7,31.4,36.300000000000004,Forte,Fraca,Forte vs Fraca,2.21,1.66,0.55,1.21,1.05,0.15999999999999992,1724.15,1500.0,224.1500000000001,6x0,6,0,6,6,H
31.4,35.0,-3.6000000000000014,Fraca,Fraca,Fraca vs Fraca,1.66,1.67,-0.010000000000000009,1.05,1.26,-0.20999999999999996,1500.0,1532.04,-32.039999999999964,2x3,2,3,-1,5,A
74.8,31.4,43.4,Forte,Fraca,Forte vs Fraca,2.36,1.66,0.7,0.99,1.05,-0.06000000000000005,1756.27,1500.0,256.27,4x0,4,0,4,4,H
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,6x0,6,0,6,6,H
31.4,65.6,-34.199999999999996,Fraca,Forte,Fraca vs Forte,1.66,1.75,-0.09000000000000008,1.05,1.07,-0.020000000000000018,1500.0,1716.88,-216.8800000000001,2x3,2,3,-1,5,A
31.4,42.3,-10.899999999999999,Fraca,Média,Fraca vs Média,1.66,1.56,0.09999999999999987,1.05,0.69,0.3600000000000001,1500.0,1556.72,-56.72000000000003,1x1,1,1,0,2,D
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,2x0,2,0,2,2,H
44.7,31.4,13.300000000000004,Média,Fraca,Média vs Fraca,1.56,1.66,-0.09999999999999987,0.91,1.05,-0.14,1581.56,1500.0,81.55999999999995,1x1,1,1,0,2,D
36.7,31.4,5.300000000000004,Fraca,Fraca,Fraca vs Fraca,1.4,1.66,-0.26,1.45,1.05,0.3999999999999999,1557.47,1500.0,57.47000000000003,2x0,2,0,2,2,H
31.4,92.6,-61.199999999999996,Fraca,Muito Forte,Fraca vs Muito Forte,1.66,2.17,-0.51,1.05,0.88,0.17000000000000004,1500.0,1870.0,-370.0,1x3,1,3,-2,4,A
77.0,31.4,45.6,Forte,Fraca,Forte vs Fraca,2.45,1.66,0.7900000000000003,0.8,1.05,-0.25,1760.38,1500.0,260.3800000000001,9x1,9,1,8,10,H
31.4,28.6,2.799999999999997,Fraca,Fraca,Fraca vs Fraca,1.66,1.1,0.5599999999999998,1.05,1.13,-0.07999999999999985,1500.0,1500.0,0.0,2x3,2,3,-1,5,A
31.4,31.4,0.0,Fraca,Fraca,Fraca vs Fraca,1.66,1.66,0.0,1.05,1.05,0.0,1500.0,1500.0,0.0,1x4,1,4,-3,5,A
64.4,31.4,33.00000000000001,Forte,Fraca,Forte vs Fraca,1.9,1.66,0.24,0.99,1.05,-0.06000000000000005,1702.06,1500.0,202.05999999999995,1x4,1,4,-3,5,A
31.4,89.0,-57.6,Fraca,Muito Forte,Fraca vs Muito Forte,1.66,2.18,-0.5200000000000002,1.05,0.58,0.4700000000000001,1500.0,1834.12,-334.1199999999999,0x2,0,2,-2,2,A
31.9,31.4,0.5,Fraca,Fraca,Fraca vs Fraca,1.55,1.66,-0.10999999999999988,1.06,1.05,0.010000000000000009,1506.34,1500.0,6.339999999999918,2x1,2,1,1,3,H
31.4,20.8,10.599999999999998,Fraca,Fraca,Fraca vs Fraca,1.66,1.06,0.5999999999999999,1.05,1.22,-0.16999999999999993,1500.0,1455.0,45.0,0x2,0,2,-2,2,A
75.4,63.7,11.700000000000003,Forte,Forte,Forte vs Forte,1.94,1.8,0.1399999999999999,0.74,0.64,0.09999999999999998,1760.46,1684.86,75.60000000000014,2x0,2,0,2,2,H
